"Dept.Code","Dept.Name","Org.Level.5.Code","Org.Level.5.Name","Prog.Code","Prog.Name","Fund.Code","Fund.Name","Source.Fund.Code","Source.Fund.Name","Account.Code","Account.Name","X2017.18.Proposed"
"06","Animal Services","06LVL5","Animal Services","0602","Shelter Operations and Animal Care","100","General Fund","100","General Fund","004460","Private Veterinary Care Expense",47500
"06","Animal Services","06LVL5","Animal Services","0602","Shelter Operations and Animal Care","100","General Fund","100","General Fund","004580","Animal Food/Feed and Grain",4e+05
"06","Animal Services","06LVL5","Animal Services","0602","Shelter Operations and Animal Care","100","General Fund","100","General Fund","006010","Office and Administrative",NA
"06","Animal Services","06LVL5","Animal Services","0602","Shelter Operations and Animal Care","100","General Fund","100","General Fund","006020","Operating Supplies",235019
"06","Animal Services","06LVL5","Animal Services","0607","Animal Medical Services","100","General Fund","100","General Fund","001010","Salaries General",2467774
"06","Animal Services","06LVL5","Animal Services","0607","Animal Medical Services","100","General Fund","100","General Fund","001070","Salaries, As-Needed",21075
"06","Animal Services","06LVL5","Animal Services","0607","Animal Medical Services","100","General Fund","100","General Fund","001090","Overtime General",NA
"06","Animal Services","06LVL5","Animal Services","0607","Animal Medical Services","100","General Fund","100","General Fund","003040","Contractual Services",4000
"06","Animal Services","06LVL5","Animal Services","0607","Animal Medical Services","100","General Fund","100","General Fund","003190","Medical Supplies",439623
"06","Animal Services","06LVL5","Animal Services","0607","Animal Medical Services","100","General Fund","100","General Fund","006010","Office and Administrative",NA
"06","Animal Services","06LVL5","Animal Services","0607","Animal Medical Services","100","General Fund","842","Animal Sterilization Fund (Sch. 29)","001070","Salaries, As-Needed",116032
"06","Animal Services","06LVL5","Animal Services","0607","Animal Medical Services","100","General Fund","842","Animal Sterilization Fund (Sch. 29)","003190","Medical Supplies",48968
"06","Animal Services","06LVL5","Animal Services","0609","Public Counters and Community Services","100","General Fund","100","General Fund","001010","Salaries General",1822764
"06","Animal Services","06LVL5","Animal Services","0609","Public Counters and Community Services","100","General Fund","100","General Fund","003040","Contractual Services",18000
"06","Animal Services","06LVL5","Animal Services","0609","Public Counters and Community Services","100","General Fund","100","General Fund","006010","Office and Administrative",88487
"06","Animal Services","06LVL5","Animal Services","0650","General Administration and Support","100","General Fund","100","General Fund","001010","Salaries General",2291290
"06","Animal Services","06LVL5","Animal Services","0650","General Administration and Support","100","General Fund","100","General Fund","001070","Salaries, As-Needed",NA
"06","Animal Services","06LVL5","Animal Services","0650","General Administration and Support","100","General Fund","100","General Fund","001090","Overtime General",NA
"06","Animal Services","06LVL5","Animal Services","0650","General Administration and Support","100","General Fund","100","General Fund","002120","Printing and Binding",68000
"06","Animal Services","06LVL5","Animal Services","0650","General Administration and Support","100","General Fund","100","General Fund","003040","Contractual Services",42950
"06","Animal Services","06LVL5","Animal Services","0650","General Administration and Support","100","General Fund","100","General Fund","003310","Transportation",7500
"06","Animal Services","06LVL5","Animal Services","0650","General Administration and Support","100","General Fund","100","General Fund","006010","Office and Administrative",54000
"06","Animal Services","06LVL5","Animal Services","0650","General Administration and Support","100","General Fund","100","General Fund","006020","Operating Supplies",35527
"06","Animal Services","06LVL5","Animal Services","0650","General Administration and Support","100","General Fund","842","Animal Sterilization Fund (Sch. 29)","001010","Salaries General",187314
"08","Building and Safety","08LVL5","Building and Safety","0811","Structural Plan Checking","100","General Fund","48R","Building and Safety Building Permit Fund (Sch. 40)","001010","Salaries General",18768962
"08","Building and Safety","08LVL5","Building and Safety","0811","Structural Plan Checking","100","General Fund","48R","Building and Safety Building Permit Fund (Sch. 40)","001070","Salaries, As-Needed",976716
"08","Building and Safety","08LVL5","Building and Safety","0811","Structural Plan Checking","100","General Fund","48R","Building and Safety Building Permit Fund (Sch. 40)","001090","Overtime General",3940269
"08","Building and Safety","08LVL5","Building and Safety","0811","Structural Plan Checking","100","General Fund","48R","Building and Safety Building Permit Fund (Sch. 40)","003310","Transportation",51002
"08","Building and Safety","08LVL5","Building and Safety","0812","Green Buildings and Electrical and Mechanical Engineering","100","General Fund","48R","Building and Safety Building Permit Fund (Sch. 40)","001010","Salaries General",8597076
"08","Building and Safety","08LVL5","Building and Safety","0812","Green Buildings and Electrical and Mechanical Engineering","100","General Fund","48R","Building and Safety Building Permit Fund (Sch. 40)","001070","Salaries, As-Needed",68056
"08","Building and Safety","08LVL5","Building and Safety","0812","Green Buildings and Electrical and Mechanical Engineering","100","General Fund","48R","Building and Safety Building Permit Fund (Sch. 40)","001090","Overtime General",1760204
"08","Building and Safety","08LVL5","Building and Safety","0812","Green Buildings and Electrical and Mechanical Engineering","100","General Fund","48R","Building and Safety Building Permit Fund (Sch. 40)","003310","Transportation",55104
"08","Building and Safety","08LVL5","Building and Safety","0813","Grading Reports and Inspection","100","General Fund","48R","Building and Safety Building Permit Fund (Sch. 40)","001010","Salaries General",4541290
"08","Building and Safety","08LVL5","Building and Safety","0813","Grading Reports and Inspection","100","General Fund","48R","Building and Safety Building Permit Fund (Sch. 40)","001090","Overtime General",397000
"08","Building and Safety","08LVL5","Building and Safety","0813","Grading Reports and Inspection","100","General Fund","48R","Building and Safety Building Permit Fund (Sch. 40)","003310","Transportation",85631
"08","Building and Safety","08LVL5","Building and Safety","0814","Residential Inspection","100","General Fund","48R","Building and Safety Building Permit Fund (Sch. 40)","001010","Salaries General",9897757
"08","Building and Safety","08LVL5","Building and Safety","0814","Residential Inspection","100","General Fund","48R","Building and Safety Building Permit Fund (Sch. 40)","001090","Overtime General",1166204
"08","Building and Safety","08LVL5","Building and Safety","0814","Residential Inspection","100","General Fund","48R","Building and Safety Building Permit Fund (Sch. 40)","003310","Transportation",418689
"08","Building and Safety","08LVL5","Building and Safety","0815","Commercial Inspection and Licensing","100","General Fund","100","General Fund","001010","Salaries General",1395833
"08","Building and Safety","08LVL5","Building and Safety","0815","Commercial Inspection and Licensing","100","General Fund","346","Repair & Demolition Fund (Sch. 29)","001010","Salaries General",92252
"08","Building and Safety","08LVL5","Building and Safety","0815","Commercial Inspection and Licensing","100","General Fund","46F","Off-Site Sign Periodic Inspection Fee Fund (Sch. 29)","001010","Salaries General",65865
"08","Building and Safety","08LVL5","Building and Safety","0815","Commercial Inspection and Licensing","100","General Fund","48R","Building and Safety Building Permit Fund (Sch. 40)","001010","Salaries General",21788031
"08","Building and Safety","08LVL5","Building and Safety","0815","Commercial Inspection and Licensing","100","General Fund","48R","Building and Safety Building Permit Fund (Sch. 40)","001070","Salaries, As-Needed",290134
"08","Building and Safety","08LVL5","Building and Safety","0815","Commercial Inspection and Licensing","100","General Fund","48R","Building and Safety Building Permit Fund (Sch. 40)","001090","Overtime General",2725455
"08","Building and Safety","08LVL5","Building and Safety","0815","Commercial Inspection and Licensing","100","General Fund","48R","Building and Safety Building Permit Fund (Sch. 40)","003310","Transportation",882362
"08","Building and Safety","08LVL5","Building and Safety","0816","Development Services Case Management","100","General Fund","48R","Building and Safety Building Permit Fund (Sch. 40)","001010","Salaries General",2691626
"08","Building and Safety","08LVL5","Building and Safety","0816","Development Services Case Management","100","General Fund","48R","Building and Safety Building Permit Fund (Sch. 40)","001070","Salaries, As-Needed",29395
"08","Building and Safety","08LVL5","Building and Safety","0816","Development Services Case Management","100","General Fund","48R","Building and Safety Building Permit Fund (Sch. 40)","001090","Overtime General",74250
"08","Building and Safety","08LVL5","Building and Safety","0816","Development Services Case Management","100","General Fund","48R","Building and Safety Building Permit Fund (Sch. 40)","003310","Transportation",46857
"08","Building and Safety","08LVL5","Building and Safety","0817","Residential and Commercial Code Enforcement","100","General Fund","100","General Fund","001010","Salaries General",5327308
"08","Building and Safety","08LVL5","Building and Safety","0817","Residential and Commercial Code Enforcement","100","General Fund","100","General Fund","001090","Overtime General",162441
"08","Building and Safety","08LVL5","Building and Safety","0817","Residential and Commercial Code Enforcement","100","General Fund","100","General Fund","002120","Printing and Binding",54606
"08","Building and Safety","08LVL5","Building and Safety","0817","Residential and Commercial Code Enforcement","100","General Fund","100","General Fund","003040","Contractual Services",149105
"08","Building and Safety","08LVL5","Building and Safety","0817","Residential and Commercial Code Enforcement","100","General Fund","100","General Fund","003310","Transportation",321020
"08","Building and Safety","08LVL5","Building and Safety","0817","Residential and Commercial Code Enforcement","100","General Fund","100","General Fund","004430","Uniforms",1500
"08","Building and Safety","08LVL5","Building and Safety","0817","Residential and Commercial Code Enforcement","100","General Fund","100","General Fund","006010","Office and Administrative",108724
"08","Building and Safety","08LVL5","Building and Safety","0817","Residential and Commercial Code Enforcement","100","General Fund","100","General Fund","006020","Operating Supplies",36903
"08","Building and Safety","08LVL5","Building and Safety","0817","Residential and Commercial Code Enforcement","100","General Fund","346","Repair & Demolition Fund (Sch. 29)","001010","Salaries General",171352
"08","Building and Safety","08LVL5","Building and Safety","0817","Residential and Commercial Code Enforcement","100","General Fund","46F","Off-Site Sign Periodic Inspection Fee Fund (Sch. 29)","001010","Salaries General",123442
"08","Building and Safety","08LVL5","Building and Safety","0817","Residential and Commercial Code Enforcement","100","General Fund","48R","Building and Safety Building Permit Fund (Sch. 40)","001010","Salaries General",3122576
"08","Building and Safety","08LVL5","Building and Safety","0817","Residential and Commercial Code Enforcement","100","General Fund","48R","Building and Safety Building Permit Fund (Sch. 40)","001090","Overtime General",74250
"08","Building and Safety","08LVL5","Building and Safety","0817","Residential and Commercial Code Enforcement","100","General Fund","48R","Building and Safety Building Permit Fund (Sch. 40)","003310","Transportation",49470
"08","Building and Safety","08LVL5","Building and Safety","0818","Conservation of Existing Structures and Mechanical Devices","100","General Fund","100","General Fund","001010","Salaries General",1207454
"08","Building and Safety","08LVL5","Building and Safety","0818","Conservation of Existing Structures and Mechanical Devices","100","General Fund","100","General Fund","001090","Overtime General",97184
"08","Building and Safety","08LVL5","Building and Safety","0818","Conservation of Existing Structures and Mechanical Devices","100","General Fund","100","General Fund","003040","Contractual Services",50000
"08","Building and Safety","08LVL5","Building and Safety","0818","Conservation of Existing Structures and Mechanical Devices","100","General Fund","346","Repair & Demolition Fund (Sch. 29)","001010","Salaries General",77956
"08","Building and Safety","08LVL5","Building and Safety","0818","Conservation of Existing Structures and Mechanical Devices","100","General Fund","424","Community Development Trust Fund (Sch. 8)","001010","Salaries General",NA
"08","Building and Safety","08LVL5","Building and Safety","0818","Conservation of Existing Structures and Mechanical Devices","100","General Fund","46F","Off-Site Sign Periodic Inspection Fee Fund (Sch. 29)","001010","Salaries General",335441
"08","Building and Safety","08LVL5","Building and Safety","0818","Conservation of Existing Structures and Mechanical Devices","100","General Fund","46F","Off-Site Sign Periodic Inspection Fee Fund (Sch. 29)","002120","Printing and Binding",0
"08","Building and Safety","08LVL5","Building and Safety","0818","Conservation of Existing Structures and Mechanical Devices","100","General Fund","46F","Off-Site Sign Periodic Inspection Fee Fund (Sch. 29)","003040","Contractual Services",0
"08","Building and Safety","08LVL5","Building and Safety","0818","Conservation of Existing Structures and Mechanical Devices","100","General Fund","46F","Off-Site Sign Periodic Inspection Fee Fund (Sch. 29)","003310","Transportation",11079
"08","Building and Safety","08LVL5","Building and Safety","0818","Conservation of Existing Structures and Mechanical Devices","100","General Fund","46F","Off-Site Sign Periodic Inspection Fee Fund (Sch. 29)","006010","Office and Administrative",0
"08","Building and Safety","08LVL5","Building and Safety","0818","Conservation of Existing Structures and Mechanical Devices","100","General Fund","46F","Off-Site Sign Periodic Inspection Fee Fund (Sch. 29)","006020","Operating Supplies",0
"08","Building and Safety","08LVL5","Building and Safety","0818","Conservation of Existing Structures and Mechanical Devices","100","General Fund","48R","Building and Safety Building Permit Fund (Sch. 40)","001010","Salaries General",1261645
"08","Building and Safety","08LVL5","Building and Safety","0818","Conservation of Existing Structures and Mechanical Devices","100","General Fund","48R","Building and Safety Building Permit Fund (Sch. 40)","001070","Salaries, As-Needed",58791
"08","Building and Safety","08LVL5","Building and Safety","0818","Conservation of Existing Structures and Mechanical Devices","100","General Fund","48R","Building and Safety Building Permit Fund (Sch. 40)","001090","Overtime General",298934
"08","Building and Safety","08LVL5","Building and Safety","0818","Conservation of Existing Structures and Mechanical Devices","100","General Fund","48R","Building and Safety Building Permit Fund (Sch. 40)","003310","Transportation",150359
"08","Building and Safety","08LVL5","Building and Safety","0818","Conservation of Existing Structures and Mechanical Devices","100","General Fund","52D","Planning Case Processing Fund (Sch. 35)","001090","Overtime General",2e+05
"08","Building and Safety","08LVL5","Building and Safety","0818","Conservation of Existing Structures and Mechanical Devices","100","General Fund","52D","Planning Case Processing Fund (Sch. 35)","003310","Transportation",0
"08","Building and Safety","08LVL5","Building and Safety","0818","Conservation of Existing Structures and Mechanical Devices","100","General Fund","56V","Foreclosure Registry Program Fund (Sch. 29)","001090","Overtime General",76184
"08","Building and Safety","08LVL5","Building and Safety","0848","Development Services Systems","100","General Fund","48R","Building and Safety Building Permit Fund (Sch. 40)","001010","Salaries General",297292
"08","Building and Safety","08LVL5","Building and Safety","0848","Development Services Systems","100","General Fund","48R","Building and Safety Building Permit Fund (Sch. 40)","003310","Transportation",242
"08","Building and Safety","08LVL5","Building and Safety","0849","Technology Support","100","General Fund","48R","Building and Safety Building Permit Fund (Sch. 40)","001010","Salaries General",4187865
"08","Building and Safety","08LVL5","Building and Safety","0849","Technology Support","100","General Fund","48R","Building and Safety Building Permit Fund (Sch. 40)","001070","Salaries, As-Needed",567185
"08","Building and Safety","08LVL5","Building and Safety","0849","Technology Support","100","General Fund","48R","Building and Safety Building Permit Fund (Sch. 40)","001090","Overtime General",519750
"08","Building and Safety","08LVL5","Building and Safety","0849","Technology Support","100","General Fund","48R","Building and Safety Building Permit Fund (Sch. 40)","003310","Transportation",10216
"08","Building and Safety","08LVL5","Building and Safety","0850","General Administration and Support","100","General Fund","100","General Fund","001010","Salaries General",374440
"08","Building and Safety","08LVL5","Building and Safety","0850","General Administration and Support","100","General Fund","100","General Fund","001070","Salaries, As-Needed",152905
"08","Building and Safety","08LVL5","Building and Safety","0850","General Administration and Support","100","General Fund","100","General Fund","001090","Overtime General",8365
"08","Building and Safety","08LVL5","Building and Safety","0850","General Administration and Support","100","General Fund","100","General Fund","002120","Printing and Binding",31206
"08","Building and Safety","08LVL5","Building and Safety","0850","General Administration and Support","100","General Fund","100","General Fund","003040","Contractual Services",11664
"08","Building and Safety","08LVL5","Building and Safety","0850","General Administration and Support","100","General Fund","100","General Fund","003310","Transportation",260
"08","Building and Safety","08LVL5","Building and Safety","0850","General Administration and Support","100","General Fund","100","General Fund","006010","Office and Administrative",40443
"08","Building and Safety","08LVL5","Building and Safety","0850","General Administration and Support","100","General Fund","100","General Fund","006020","Operating Supplies",13629
"08","Building and Safety","08LVL5","Building and Safety","0850","General Administration and Support","100","General Fund","346","Repair & Demolition Fund (Sch. 29)","001010","Salaries General",26526
"08","Building and Safety","08LVL5","Building and Safety","0850","General Administration and Support","100","General Fund","46F","Off-Site Sign Periodic Inspection Fee Fund (Sch. 29)","001010","Salaries General",45368
"08","Building and Safety","08LVL5","Building and Safety","0850","General Administration and Support","100","General Fund","48R","Building and Safety Building Permit Fund (Sch. 40)","001010","Salaries General",9854413
"08","Building and Safety","08LVL5","Building and Safety","0850","General Administration and Support","100","General Fund","48R","Building and Safety Building Permit Fund (Sch. 40)","001070","Salaries, As-Needed",2087415
"08","Building and Safety","08LVL5","Building and Safety","0850","General Administration and Support","100","General Fund","48R","Building and Safety Building Permit Fund (Sch. 40)","001090","Overtime General",519750
"08","Building and Safety","08LVL5","Building and Safety","0850","General Administration and Support","100","General Fund","48R","Building and Safety Building Permit Fund (Sch. 40)","003310","Transportation",17708
"10","City Administrative Officer","10LVL5","City Administrative Officer","1001","Budget Formulation and Control","100","General Fund","100","General Fund","001010","Salaries General",4704324
"10","City Administrative Officer","10LVL5","City Administrative Officer","1001","Budget Formulation and Control","100","General Fund","100","General Fund","001070","Salaries, As-Needed",NA
"10","City Administrative Officer","10LVL5","City Administrative Officer","1001","Budget Formulation and Control","100","General Fund","100","General Fund","001090","Overtime General",NA
"10","City Administrative Officer","10LVL5","City Administrative Officer","1001","Budget Formulation and Control","100","General Fund","100","General Fund","002120","Printing and Binding",42600
"10","City Administrative Officer","10LVL5","City Administrative Officer","1001","Budget Formulation and Control","100","General Fund","100","General Fund","002130","Travel",NA
"10","City Administrative Officer","10LVL5","City Administrative Officer","1001","Budget Formulation and Control","100","General Fund","100","General Fund","003040","Contractual Services",11000
"10","City Administrative Officer","10LVL5","City Administrative Officer","1001","Budget Formulation and Control","100","General Fund","100","General Fund","003310","Transportation",1650
"10","City Administrative Officer","10LVL5","City Administrative Officer","1001","Budget Formulation and Control","100","General Fund","100","General Fund","006010","Office and Administrative",36665
"10","City Administrative Officer","10LVL5","City Administrative Officer","1001","Budget Formulation and Control","100","General Fund","16A","GOB Series 2004A 911/P/F Construction Fund (Sch. 29)","001010","Salaries General",NA
"10","City Administrative Officer","10LVL5","City Administrative Officer","1001","Budget Formulation and Control","100","General Fund","16D","GOB Series 2005A Fire/Para Construction Fund (Sch. 29)","001010","Salaries General",NA
"10","City Administrative Officer","10LVL5","City Administrative Officer","1001","Budget Formulation and Control","100","General Fund","16K","GOB Series 2006A Animal Shelter Construction Fund (Sch. 29)","001010","Salaries General",NA
"10","City Administrative Officer","10LVL5","City Administrative Officer","1001","Budget Formulation and Control","100","General Fund","41M","Systematic Code Enforcement Fee Fund (Sch. 42)","001010","Salaries General",130866
"10","City Administrative Officer","10LVL5","City Administrative Officer","1001","Budget Formulation and Control","100","General Fund","429","Los Angeles Convention & Visitors Bureau Fund (Sch. 1)","001010","Salaries General",0
"10","City Administrative Officer","10LVL5","City Administrative Officer","1001","Budget Formulation and Control","100","General Fund","438","Construction Services Trust Fund (Sch. 29)","003040","Contractual Services",NA
"10","City Administrative Officer","10LVL5","City Administrative Officer","1001","Budget Formulation and Control","100","General Fund","440","Rent Stabilization Trust Fund (Sch. 23)","001010","Salaries General",47824
"10","City Administrative Officer","10LVL5","City Administrative Officer","1001","Budget Formulation and Control","100","General Fund","46D","Citywide Recycling Trust Fund (Sch. 32)","001010","Salaries General",50527
"10","City Administrative Officer","10LVL5","City Administrative Officer","1001","Budget Formulation and Control","100","General Fund","48R","Building and Safety Building Permit Fund (Sch. 40)","001010","Salaries General",83667
"10","City Administrative Officer","10LVL5","City Administrative Officer","1001","Budget Formulation and Control","100","General Fund","508","Solid Waste Resources Revenue Fund (Sch. 2)","001010","Salaries General",76061
"10","City Administrative Officer","10LVL5","City Administrative Officer","1001","Budget Formulation and Control","100","General Fund","52D","Planning Case Processing Fund (Sch. 35)","001010","Salaries General",31945
"10","City Administrative Officer","10LVL5","City Administrative Officer","1001","Budget Formulation and Control","100","General Fund","540","Proposition C Anti-Gridlock Transit Fund (Sch. 27)","001010","Salaries General",80624
"10","City Administrative Officer","10LVL5","City Administrative Officer","1001","Budget Formulation and Control","100","General Fund","561","HOME Investment Partnership Program Fund (Sch. 9)","001010","Salaries General",21508
"10","City Administrative Officer","10LVL5","City Administrative Officer","1001","Budget Formulation and Control","100","General Fund","760","Sewer Operations & Maintenance Fund (Sch. 14)","001010","Salaries General",182075
"10","City Administrative Officer","10LVL5","City Administrative Officer","1001","Budget Formulation and Control","100","General Fund","872","Disaster Assistance Trust Fund (Sch. 37)","001010","Salaries General",0
"10","City Administrative Officer","10LVL5","City Administrative Officer","1002","Management Services","100","General Fund","100","General Fund","001010","Salaries General",1481668
"10","City Administrative Officer","10LVL5","City Administrative Officer","1002","Management Services","100","General Fund","100","General Fund","001070","Salaries, As-Needed",NA
"10","City Administrative Officer","10LVL5","City Administrative Officer","1002","Management Services","100","General Fund","100","General Fund","001090","Overtime General",NA
"10","City Administrative Officer","10LVL5","City Administrative Officer","1002","Management Services","100","General Fund","100","General Fund","002120","Printing and Binding",NA
"10","City Administrative Officer","10LVL5","City Administrative Officer","1002","Management Services","100","General Fund","100","General Fund","002130","Travel",NA
"10","City Administrative Officer","10LVL5","City Administrative Officer","1002","Management Services","100","General Fund","100","General Fund","003040","Contractual Services",128761
"10","City Administrative Officer","10LVL5","City Administrative Officer","1002","Management Services","100","General Fund","100","General Fund","006010","Office and Administrative",28514
